epoch,avg_benefit,avg_tl_epoch_train,avg_tl_epoch_val
0,-0.04512673169374466,4.8890838623046875,5.139100074768066
1,-0.044589224830269815,5.192143440246582,5.256199836730957
2,-0.06367111951112747,5.2746100425720215,5.300899982452393
3,-0.15309234522283077,5.33019495010376,5.383500099182129
4,-0.18073092587292194,5.381073474884033,5.417600154876709
5,-0.21852307505905627,5.42012882232666,5.442800045013428
6,-0.28822428546845913,5.443589687347412,5.481800079345703
7,-0.3334045439958572,5.462888717651367,5.479800224304199
8,-0.394051268696785,5.477297306060791,5.4959001541137695
9,-0.3639164246618748,5.492199897766113,5.507299900054932
10,-0.3107283182442188,5.503830909729004,5.518899917602539
11,-0.35677255392074586,5.513088703155518,5.5472002029418945
12,-0.3212532431818545,5.5283284187316895,5.561200141906738
13,-0.4142375379800797,5.540304660797119,5.565499782562256
14,-0.4186236783862114,5.5520124435424805,5.563399791717529
15,-0.47410858497023584,5.560607433319092,5.5868000984191895
16,-0.47967631202191113,5.574918746948242,5.593699932098389
17,-0.5050335496664047,5.584569931030273,5.602499961853027
18,-0.45523417070508004,5.597527503967285,5.6149001121521
19,-0.4821446716785431,5.60988712310791,5.626100063323975
20,-0.4835908867418766,5.61513090133667,5.656799793243408
21,-0.44340569376945493,5.625646114349365,5.64870023727417
22,-0.5458540976047516,5.63060998916626,5.648799896240234
23,-0.43485005050897596,5.639864921569824,5.658899784088135
24,-0.46283711344003675,5.647034645080566,5.667600154876709
25,-0.48691701591014863,5.660279750823975,5.667799949645996
26,-0.4737557604908943,5.663590908050537,5.691699981689453
27,-0.47962113469839096,5.668728828430176,5.677499771118164
28,-0.5043618537485599,5.672929763793945,5.696300029754639
29,-0.5689559077844024,5.675088405609131,5.689799785614014
30,-0.5493358448147774,5.6835808753967285,5.700399875640869
31,-0.5374605968594551,5.685718536376953,5.694300174713135
32,-0.660886512696743,5.691647529602051,5.711299896240234
33,-0.5476763644255698,5.686522483825684,5.716100215911865
34,-0.5668740108609199,5.692633628845215,5.730500221252441
35,-0.6140272676944732,5.697798728942871,5.722799777984619
36,-0.5645809761015699,5.701735019683838,5.7230000495910645
37,-0.5623823925852776,5.7042999267578125,5.717100143432617
38,-0.5347372397780419,5.7090163230896,5.720099925994873
39,-0.5240786582231521,5.703731060028076,5.741000175476074
40,-0.6115283250808716,5.709197521209717,5.720600128173828
41,-0.5672884898260235,5.713871002197266,5.7378997802734375
42,-0.6632517576217651,5.719348430633545,5.73829984664917
43,-0.6648525834083557,5.717722415924072,5.730500221252441
44,-0.5439560875296593,5.7177910804748535,5.7307000160217285
45,-0.49961891025304794,5.718883514404297,5.72760009765625
46,-0.533964854478836,5.730722427368164,5.759200096130371
47,-0.6380721271038056,5.732198715209961,5.760499954223633
48,-0.6149337413720787,5.731773376464844,5.748000144958496
49,-0.49022434651851654,5.736101150512695,5.7621002197265625
50,-0.49156360030174256,5.737812519073486,5.76140022277832
51,-0.5768062099814415,5.7420334815979,5.760700225830078
52,-0.6882921319454909,5.746198654174805,5.767099857330322
53,-0.5917343690991401,5.753692150115967,5.776700019836426
54,-0.6548078276216984,5.751466274261475,5.769999980926514
55,-0.7011966943740845,5.761659622192383,5.778500080108643
56,-0.6666365683078765,5.763057231903076,5.7778000831604
57,-0.5577993869781495,5.768492221832275,5.788700103759766
58,-0.5755701765418053,5.775364875793457,5.796199798583984
59,-0.6123819261789322,5.779345989227295,5.798600196838379
60,-0.5705057740211487,5.781381130218506,5.813799858093262
61,-0.5969691938720644,5.785818576812744,5.819200038909912
62,-0.5364842370152474,5.7863898277282715,5.8144001960754395
63,-0.6394065983593464,5.791034698486328,5.8144001960754395
64,-0.559994475543499,5.800144672393799,5.828000068664551
65,-0.5864833474159241,5.804851055145264,5.816800117492676
66,-0.6541093230247498,5.803722381591797,5.836900234222412
67,-0.5219355998560786,5.815148830413818,5.837200164794922
68,-0.6199271366000175,5.82048225402832,5.860199928283691
69,-0.65565684735775,5.831774711608887,5.852799892425537
70,-0.667951087653637,5.8305535316467285,5.8632001876831055
71,-0.5998924940824508,5.84204626083374,5.85890007019043
72,-0.5788531856611371,5.849452495574951,5.882800102233887
73,-0.5594657510519028,5.853462219238281,5.870800018310547
74,-0.5391747161746026,5.8560099601745605,5.878600120544434
75,-0.611665652692318,5.86817741394043,5.9096999168396
76,-0.5473978276364505,5.877198696136475,5.9045000076293945
77,-0.5745981299318373,5.886212348937988,5.919899940490723
78,-0.6215065062046051,5.893717288970947,5.9430999755859375
79,-0.5592177860438824,5.9119486808776855,5.94920015335083
80,-0.4979826873168349,5.9229936599731445,5.955100059509277
81,-0.5313078612089157,5.9344096183776855,5.984600067138672
82,-0.5241179585456848,5.946784973144531,5.982699871063232
83,-0.5422523617744446,5.955829620361328,5.999599933624268
84,-0.547823479771614,5.965889930725098,6.008399963378906
85,-0.5421253353357315,5.976353645324707,6.010300159454346
86,-0.5914736442267895,5.980175971984863,6.004000186920166
87,-0.6343121528625488,5.985174655914307,6.0345001220703125
88,-0.5728096425533294,5.988872528076172,6.043700218200684
89,-0.5639165192842484,5.998258590698242,6.039000034332275
90,-0.5476847469806672,6.007338523864746,6.035200119018555
91,-0.5615688279271126,6.011319637298584,6.0441999435424805
92,-0.5471819072961808,6.0160698890686035,6.056399822235107
93,-0.6422699958086013,6.025266170501709,6.051799774169922
94,-0.7167848959565163,6.0241312980651855,6.060100078582764
95,-0.6597779542207718,6.02973747253418,6.054699897766113
96,-0.5823418915271759,6.0290985107421875,6.0725998878479
97,-0.591967049241066,6.031590938568115,6.073599815368652
98,-0.7275692403316498,6.037134647369385,6.083700180053711
99,-0.6355042427778244,6.042774677276611,6.087600231170654
